episode,length,total_reward,avg_q,exploration
247,19000,36.98068780242884,43.957813,0.29027971257491164
248,19000,-35.3251808438535,44.44698,0.28883553490040964
249,19000,24.556097776695225,45.980556,0.28739854218946237
250,19000,-15.157411553904035,46.33825,0.2859686986959825
251,6099,4.503819987608125,45.949486,0.28454596885172395
252,1881,-22.23643112487565,46.677574,0.283130317265397
253,2014,8.710507310473659,47.414726,0.2817217087217881
254,19000,31.68475435665999,47.365303,0.2803201081808837
255,19000,55.67256504851853,49.814445,0.27892548077699875
256,19000,85.16366289204434,46.809296,0.2775377918179092
257,19000,-5.441823656315551,49.74371,0.2761570067839893
258,19000,-17.42667518134932,49.326546,0.27478309132735257
259,19000,75.67202374328595,50.404533,0.2734160112709976
260,2318,1.726115873814507,50.524323,0.27205573260795785
261,19000,-3.4272953941537034,51.077686,0.2707022215004556
262,1976,-46.69312422888491,49.596973,0.26935544427906033
263,3553,7.079108467632182,52.160133,0.2680153674418511
264,1368,-2.14504670136769,53.132366,0.2666819576535832
265,19000,50.303787921567995,52.190746,0.26535518174485895
266,2280,-37.416522198668886,51.896095,0.2640350067113025
267,19000,-41.06328494513403,53.456627,0.26272139971273883
268,2945,25.177276564883158,52.09785,0.26141432807237697
269,1900,-70.10843275580697,53.314903,0.260113759275997
270,19000,13.094045436144574,50.775745,0.25881966097114134
271,19000,3.97077012981371,52.744347,0.2575320009663098
272,1938,-27.40582642039338,53.692238,0.256250747230159
273,19000,-15.718270604757578,53.71122,0.2549758678907055
274,19000,0.16396768342116835,52.877907,0.2537073312345328
275,19000,63.946871211823186,55.081383,0.2524451057060028
276,19000,-8.496506511691091,55.016735,0.2511891599064705
277,1368,-38.40225064585232,55.468494,0.24993946259350303
278,2356,39.76541082415534,55.88967,0.24869598268010254
279,2508,18.088608749249403,55.523926,0.2474586892339329
280,19000,78.42746847526746,54.50521,0.24622755147655018
281,2147,-44.09741840678173,55.379433,0.24500253878263703
282,19000,24.018960797064178,55.37393,0.24378362067924086
283,1254,-10.217585987503156,56.191124,0.2425707668450158
284,19000,-9.230008127561122,55.906708,0.24136394710946849
285,19000,26.116784141997254,56.474007,0.24016313145220747
286,19000,-34.92903679550621,56.815685,0.23896829000219652
287,19000,56.18231092648782,58.309277,0.23777939303701148
288,19000,11.244915443253328,57.641094,0.236596410982101
289,19000,-27.0371779087707,57.128044,0.23541931441005076
290,19000,13.94605674262187,58.92926,0.23424807403985154
291,19000,66.19118338826604,57.24456,0.2330826607361707
292,19000,-24.031761687201413,57.715992,0.23192304550862758
293,5377,294.2865562178415,57.694695,0.23076919951107225
294,19000,-12.629896256725326,57.83297,0.22962109404086795
295,19000,24.554732210730048,57.764088,0.2284787005381771
296,19000,-38.0161862283757,57.680046,0.22734199058525087
297,19000,-12.108895102869795,58.045876,0.22621093590572228
298,19000,-72.38328259185009,57.67756,0.2250855083639028
299,19000,-39.32893343305919,60.236794,0.2239656799640824
300,19000,-19.53964343498515,59.30958,0.22285142284983325
301,12122,221.1601604175205,59.938812,0.2217427093033167
302,19000,108.96725814888968,59.97051,0.22063951174459373
303,9690,251.2816155606887,59.675426,0.21954180273093907
304,16872,148.46769450984132,60.081978,0.2184495549561583
305,19000,-7.609876990630537,60.545483,0.2173627412499088
306,19000,93.58137150715099,59.99833,0.2162813345770237
307,18335,175.68743365835672,59.15072,0.21520530803683952
308,16872,243.2333283719781,58.6858,0.2141346348625269
309,19000,17.632387348362546,60.256187,0.2130692884204248
310,19000,114.10327522292727,58.611713,0.21200924220937795
311,19000,51.83793298195014,59.627827,0.21095446986007757
312,19000,-71.76397408192624,59.30487,0.20990494513440555
313,19000,65.44434022554498,60.982166,0.20886064192478165
314,2945,25.219771429540927,60.33677,0.2078215342535141
315,19000,1.2197819284513227,59.92567,0.20678759627215335
316,10659,206.98431363405345,59.871788,0.2057588022608491
317,19000,-83.34444656059566,60.45873,0.20473512662771057
318,19000,-102.76574437156864,58.98993,0.20371654390816973
319,19000,-115.6035136021119,60.265038,0.202703028764348
320,19000,68.36244336212025,61.091515,0.2016945559844259
321,17556,-184.6935840865948,62.27395,0.20069110048201586
322,19000,-9.685170410965652,61.099964,0.19969263729553818
323,19000,69.11777744920747,63.352276,0.19869914158760021
324,17936,213.06737902732058,62.288525,0.19771058864437835
325,19000,126.69089592982505,62.480232,0.19672695387500336
326,10925,242.95837668209407,64.2807,0.19574821281094865
327,10754,202.19760986658662,63.96163,0.19477434110542155
328,11666,184.5206440238441,64.16936,0.1938053145327578
329,16055,210.58904612315746,64.17289,0.19284110898781873
330,10678,220.77475344124008,64.64635,0.1918817004853918
331,13186,249.98662259826438,66.252365,0.19092706515959385
332,19000,-28.687797459701017,63.78493,0.18997717926327748
333,18335,192.05166052061236,64.88654,0.1890320191674403
334,19000,113.51916076524287,65.848404,0.18809156136063715
335,19000,146.22748353672932,65.954575,0.1871557824483952
336,18449,152.6852603037519,66.069725,0.18622465915263206
337,9481,198.78051463889847,65.95719,0.1852981683110767
338,13471,259.7664404573085,65.89964,0.18437628687669325
339,19000,43.50717140589934,65.69985,0.18345899191710774
340,19000,138.02218533527477,66.53241,0.18254626061403756
341,19000,3.0985758773128085,66.9135,0.18163807026272397
342,19000,141.86446700833403,67.188965,0.18073439827136714
343,15922,242.82186262053523,67.35552,0.17983522216056433
344,6004,306.3905523281828,67.18943,0.1789405195627506
345,17461,198.07625483514772,67.743614,0.17805026822164238
346,19000,126.23152101702526,67.723656,0.177164445991684
347,19000,60.00923095738331,67.469215,0.17628303083749652
348,14972,244.06487770804472,68.283554,0.17540600083332988
349,3990,296.741499456929,66.59229,0.17453333416251732
350,19000,159.1079276184783,67.47488,0.17366500911693267
351,6308,264.092241116197,68.041374,0.17280100409645044
352,1919,41.10627606470683,67.51027,0.17194129760840843
353,8911,271.47467378946504,67.23338,0.1710858682670731
354,19000,156.7984673421213,68.32624,0.17023469479310757
355,15390,293.845443702545,67.58034,0.16938775601304237
356,10735,240.99608336981115,67.50067,0.16854503085874864
357,2185,33.451306632658486,66.32155,0.1677064983669141
358,1938,-2.93823556605021,67.18439,0.1668721376785215
359,3914,9.736497781059782,66.32768,0.16604192803832987
360,2033,2.2739111091532465,66.40334,0.1652158487943581
361,2660,29.59740123833754,66.67621,0.16439387939737127
362,5624,243.0696244876633,67.186424,0.16357599940036943
363,8056,247.63168113362943,67.91715,0.16276218845807905
364,19000,128.40868772471765,68.657616,0.16195242632644682
365,4332,234.97510499753875,68.526566,0.16114669286213615
366,5491,269.0923588342594,69.05724,0.16034496802202602
367,11191,242.4157426776744,69.17885,0.15954723186271247
368,7695,260.87452444387475,68.88285,0.15875346454001243
369,12445,271.88698889520106,69.13149,0.1579636463084701
370,7847,243.06393626510297,70.21212,0.1571777575208658
371,19000,98.40037097356254,69.6483,0.1563957786277272
372,7638,253.74837773422968,70.685074,0.155617690176843
373,19000,143.91657222712897,70.77028,0.1548434728127791
374,19000,114.71666797042555,70.54502,0.15407310727639714
375,19000,172.75958399818944,71.21393,0.15330657440437528
376,19000,155.29465053938264,71.977234,0.15254385512873164
377,19000,126.1873349133464,71.8821,0.15178493047634992
378,8797,298.61093465822523,71.58052,0.15102978156850738
379,18449,236.4233354863244,70.75888,0.15027838962040538
380,12958,261.12284724342885,72.17106,0.14953073594070188
381,6897,263.0881048449928,72.533615,0.14878680193104665
382,5434,257.3560780559745,72.27428,0.14804656908561858
383,12540,274.98663753343817,72.19936,0.1473100189906653
384,19000,136.3916604340845,71.40509,0.14657713332404507
385,12730,273.36646343569794,71.33677,0.14584789385477123
386,7182,210.0748509724133,71.91006,0.14512228244255845
387,16815,250.04397520424985,71.63472,0.1444002810373716
388,4465,260.4317252225962,74.721275,0.14368187167897672
389,6631,288.69349054912607,72.97529,0.14296703649649428
390,11286,275.3389191388439,73.63976,0.1422557577079545
391,9633,230.56911671436615,74.045975,0.14154801761985525
392,19000,151.4078551150769,73.32492,0.14084379862672167
393,9747,248.91272287115657,73.413284,0.14014308321066835
394,8493,291.1545957444506,74.650475,0.13944585394096354
395,4845,288.05626667968124,73.96696,0.13875209347359557
396,9671,242.29407395256192,74.48838,0.1380617845508414
397,19000,148.5097769372787,75.23982,0.1373749100008372
398,7543,266.13856562360365,74.30049,0.13669145273715147
399,7030,285.6537867829602,75.98759,0.1360113957583597
400,7695,237.1178416824124,75.793076,0.1353347221476216
401,19000,64.7543983098319,75.01805,0.13466141507226032
402,8797,273.0890019357025,75.37532,0.13399145778334362
403,6707,228.1925633297983,75.57784,0.13332483361526729
404,7676,252.26312110760347,75.43608,0.1326615259853406
405,4275,282.39387639709787,76.3337,0.13200151839337373
406,6612,228.32364864973957,74.68912,0.13134479442126742
407,9747,201.02724401349138,75.15952,0.1306913377326044
408,10944,264.01988855173437,76.12968,0.13004113207224322
409,9329,258.0236179994372,75.863464,0.12939416126591366
410,7619,247.3147177240559,76.81056,0.1287504092198146
411,4826,287.14622945357615,77.58385,0.12810985992021354
412,9956,207.68727090216623,76.21583,0.1274724974330483
413,6897,233.54670239050503,76.89225,0.12683830590353068
414,17480,271.2177136970639,77.95416,0.12620726955575193
415,13756,210.3492138740517,76.953445,0.1255793726922905
416,17461,209.58332904324493,77.14194,0.1249545996938214
417,10279,270.56958088452586,77.5544,0.12433293501872777
418,18867,151.53397093582456,76.60448,0.12371436320271421
419,1558,37.80934362917708,76.111595,0.12309886885842211
420,14383,242.4424528337663,75.9245,0.12248643667504688
421,12502,261.3162999966752,75.71916,0.12187705141795711
422,6593,261.58520211900804,75.749,0.12127069792831555
423,10792,256.2405730075351,75.4351,0.12066736112270204
424,14041,219.7024789669549,76.30408,0.12006702599273837
425,9196,230.0842542362632,75.84355,0.11946967760471482
426,17746,217.7997191537478,75.78583,0.11887530109921873
427,7163,282.08054642325834,76.32804,0.11828388169076492
428,5985,262.9423052854985,77.70691,0.1176954046674278
429,19000,143.5483297130373,77.01783,0.11710985539047543
430,17062,195.0995906526167,75.80501,0.11652721929400542
431,7752,246.86633452973834,75.07454,0.11594748188458252
432,8018,264.58133945047075,75.09763,0.11537062874087814
433,7828,242.62976260862933,75.39354,0.11479664551331159
434,8816,223.99029072589315,75.01277,0.11422551792369313
435,11362,219.27990194371208,75.46967,0.1136572317648688
436,12464,224.97970789647127,74.434875,0.11309177290036698
437,11020,217.33259859069534,74.69088,0.11252912726404676
438,11134,297.404824302815,74.57804,0.11196928085974804
439,5415,264.33300798391963,74.998856,0.11141221976094334
440,19000,113.68833819963324,73.61485,0.1108579301103914
441,4883,278.1002371915539,74.58325,0.11030639811979245
